category,upc,product_type,brand_name,generic_name,manufacturer_name,label_id,label_version,label_effective_time,purpose,indications_and_usage,active_ingredient,inactive_ingredient,dosage_and_administration,warnings
skin,8809410031145,HUMAN OTC DRUG,Cellzyme Ampoule,"GLYCERIN, EUCALYPTUS OIL, ALLANTOIN","PHARMACAL-INTERNATIONAL. CO., LTD",4cd8dd54-a0e6-4176-be25-bcf8c6ea26fa,1,2017-09-15,Purpose Skin Protectant,indication and usage protect the skin. helps wrinkle improvement and skin whitening.,Actvie Ingrdients GLYCERIN (Skin protectant/7%) EUCALYPTUS OIL (Skin protectant /0.1%) ALLANTOIN (Skin protectant/0.03%),"Inactives WATER,BUTYLENE GLYCOL, NIACINAMIDE, 1,2-HEXANEDIOL, GLYCOSYL TREHALOSE, HYDROGENATED STARCH, HYDROLYSATE, SODIUM HYALURONATE, GLYCERYL POLYACRYLATE, ALBUMEN EXTRACT, HYDROLYZED COLLAGEN, ALOE BARBADENSIS LEAF EXTRACT, BACILLUS/HOUTTUYNIA CORDATA EXTRACT FERMENT FILTRATE, PANAX GINSENG ROOT EXTRACT, SCUTELLARIA BAICALENSIS ROOT EXTRACT, MORUS ALBA BARK EXTRACT, CNIDIUM OFFICINALE ROOT EXTRACT, GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT, SOLANUM LYCOPERSICUM, (TOMATO) CALLUS CULTURE EXTRACT, NELUMBO NUCIFERA FLOWER EXTRACT, PORTULACA OLERACEA EXTRACT, ADENOSINE, HYDROXYETHYLCELLULOSE, CARBOMER, TROMETHAMINE, PEG-60 HYDROGENATED CASTOR OIL, DISODIUM EDTA, FRAGRANCE",Dosage and Administration Apply smoothly on the entire face in the morning and night,"Warnings If following symptoms occur, stop use and consult a doctor: red spots, swelling, itching, irritation, or symptoms on applied skin under direct sunlight. Do not use on scarred skin, or if you have dermatitis or eczema. Keep away from direct sunlight or heat. Keep out of reach of children."
skin,850993004772,HUMAN OTC DRUG,SANATIVA DRY SKIN RELIEF,"PETROLATUM, DIMETHICONE","Crossover Telecom, LLC",58ec7226-fd01-5aff-e053-2991aa0a365b,2,2017-09-11,Skin protectant,"indications: helps relieve, prevent and temporarily protect chafed, chapped, cracked or wind burned skin. temporarily protects minor burns, cuts and scrapes. helps protect skin from the drying effects of wind and cold weather.",Active Ingredient: Petrolatum 30.00% Dimethicone 3.00% Skin protectant,"Inactive Ingredients: Allantoin, Aqua (Deionized Water), Butylene Glycol, Carbomer, Ceramide NG, Cetearyl Alcohol, Cetearyl lucoside Cetearyl Olivate, Cetyl Alcohol, Ethylhexylglycerin, Glycerin, Glyceryl Stearate, Helianthus Annuus (Sunflower) Oil, Hydrolyzed Collagen, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Phenoxyethanol, Polysorbate-20, Retinyl Palmitate (Vitamin A), Simmondsia Chinensis (Jojoba) Oil, Sodium Ascorbyl Phosphate (Vitamin C), Sorbitan Olivate, Tocopheryl Acetate (Vitamin E)",Directions: Apply generously to affected area as need,"Warnings: For external use only. Avoid contact with eyes. If symptoms persist for more than seven days, discontinue use and consult physician. Do not use on deep or puncture wounds, on animal bites or on serious burns. Keep out of reach of children. If swallowed, consult physician."
skin,8809420950245,HUMAN OTC DRUG,SISEUNDEUSI ULTRA SPOT,GLYCERIN,"GK COSMETIC CO., LTD.",577ab34f-edfe-0d90-e053-2991aa0a07b0,1,2017-08-24,relieving skin troubles,apply suitable amount of substance evenly on your skin. frequent use helps relieving skin troubles,glycerin,"houttuynia cordata extract, sodium hyaluronate, butylene glycol, carbomer, etc",for external use only,"1. Do not use in the following cases (Eczema and scalp wounds) 2.Side Effects 1)Due to the use of this druf if rash, irritation, itching and symptopms of hypersnesitivity occur dicontinue use and consult your phamacisr or doctor 3.General Precautions 1)If in contact with the eyes, wash out thoroughty with water If the symptoms are servere, seek medical advice immediately 2)This product is for exeternal use only. Do not use for internal use 4.Storage and handling precautions 1)If possible, avoid direct sunlight and store in cool and area of low humidity 2)In order to maintain the quality of the product and avoid misuse 3)Avoid placing the product near fire and store out in reach of children"
skin,8809208101906,HUMAN OTC DRUG,DOCTORCOS Snow White Water GLOW MASK,DIMETHICONE,"DOCTORCOS CO., LTD",a768c233-9ed8-4865-bd1a-7fc516f9ff5d,2,2017-08-11,PURPOSE Purpose: Skin Protectant,"indications & usage indications & usage: after washing your face, apply suitable amount of the product to your face. about 15 to 20 minutes later, do not scrub but let it absorbed as it is.(in case of using the product at nighttime before you sleep, massage gently or tap your fingers on the face to help it absorbed deeply.).",ACTIVE INGREDIENT Active Ingredient: Dimethicone 5.0%,"INACTIVE INGREDIENT Inactive Ingredients: Water, Cyclopentasiloxane, Butylene Glycol, PEG-32, Sodium Hyaluronate, Cyclomethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Niacinamide, Sodium Chloride, 1,2-hexandiol, Cetyl PEG/PPG-10/1 Dimethicone, Portulaca Oleracea Extract, Betaine, Tocopheryl Acetate, Ethylhexylglycerin, Centella Asiatica Extract, Adenosine, Disodium EDTA, Dipotassium Glycyrrhizate, Fragrance, Hyaluronic Acid, Allantoin, Aloe Barbadensis Leaf Extract, Calcium Pantothenate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Pyridoxine HCl, Maltodextrin, Sodium Starch Octenylsuccinate, Silica, Camellia Japonica Seed Oil, Camellia Sinensis Leaf Extract, Royal Jelly Extract, Propolis Extract, Hydrolyzed Royal Jelly Protein, Acacia Concinna Fruit Extract, Hydrolyzed Collagen, Hydrolyzed Elastin, Ceramide NP, Morus Alba Bark Extract, Galactomyces Ferment Filtrate, Malpighia Emarginata (Acerola) Fruit Extract, Litchi Chinensis Fruit Extract, Glycerin, Glycereth-26, Copper Tripeptide-1, rh-Oligopeptide-1, Acetyl Hexapeptide-8",DOSAGE & ADMINISTRATION Dosage & Administration: This product can be used for every day.The amount is about 4g when you use..,"WARNINGS Warnings: Avoid application to wounded or infected area. Do Not use if irritation develops. If so, consult a physician immediately. Keep out of reach of children. Cover lid after each use. Store at a cool, dry place, away from direct sunlight."
acne,8809533813864,HUMAN OTC DRUG,BOTANIC HEAL boH Acne Sensitive Fo am Cleanser,SALICYLIC ACID,"Cj Olivenetworks Co., Ltd",093667e6-f0ea-4eac-b739-ac1c50928381,1,2017-08-07,PURPOSE Purpose: Acne Treatment,uses uses: hypo-allergenic foam cleanser that helps to recover the sensitive and acne skin.,ACTIVE INGREDIENT Active ingredients: SALICYLIC ACID 0.50%,"INACTIVE INGREDIENT Inactive ingredients: WATER,MYRISTIC ACID,GLYCERIN,POTASSIUM HYDROXIDE,PROPYLENE GLYCOL,STEARIC ACID,LAURIC ACID,PEG-75,GLYCERYL STEARATE,PEG-100 STEARATE,FRAGRANCE,POLOXAMER 184,PHENOXYETHANOL,DISODIUM EDTA","Directions Directions: At the last step of basic skincare, turn the dial on the lower part of the container to raise content by 5mm and lightly apply on the face, starting from the inside and working outward.",WARNINGS Warnings: For external use only. Avoid contact with eyes. Discontinue use if signs of irritation or rashes appear. Replace the cap after use. Keep Out of Reach of Children.
skin,354973750913,HUMAN OTC DRUG,BABY DIAPER,CALENDULA OFFICINALIS FLOWER,Hyland's,55ddafc3-41f8-3566-e054-00144ff88e88,3,2017-08-03,"Purpose soothes rash, skin irritation",uses natural soothing relief for diaper rash and skin irritations.,Active ingredient Calendula Officinalis 1X,"Inactive ingredients Lanolin, Petrolatum.","Directions Cleanse and dry the affected area. Apply liberally to the affected area. For easier dispensing, run the tube under warm water. Soothes skin and protects against moisture to promote healing. Use Hyland's Diaper Ointment for everyday care. Use after each diaper change or as directed by your physician.",Warnings For external use only. Do not use if seal is broken. Consult a physician if symptoms persist for more than 7 days or worsen. Keep this and all medications out of the reach of children.
skin,354973205291,HUMAN OTC DRUG,Calendula Off.,CALENDULA OFFICINALIS FLOWERING TOP,Hyland's,5563972b-6ea5-3c9d-e054-00144ff88e88,1,2017-07-28,"For the temporary symptomatic relief of skin irritations due to sunburn, windburn and chafing or diaper rash. Promotes healing of minor cuts and abrasions of the skin.",minor skin irritations,CALENDULA OFFICINALIS 1x,"In a base of Petrolatum USP, with 5% Lanolin USP.","Directions Wash affected area with lukewarm water and apply freely as needed, or as recommended by a licensed health care provider.","Warnings For External Use Only. Keep this and all medicines out of the reach of children. If symptoms persist for more than seven days or worsen, consults a licensed health care professional. Do not use if tamper evident seal is broken or missing."
skin,96295221206,HUMAN OTC DRUG,LEADER HYDROCORTISONE WITH ALOE,HYDROCORTISONE,CARDINAL HEALTH,ebd9fd55-b1a7-475b-93dc-7363249b672a,3,2017-07-25,"Uses for the temporary relief of itching associated with minor skin irriations, inflammation and rashes due to: eczema seborrheic dermatitis psoriasis insect bites poison ivy, oak, sumac soaps detergents cosmetics jewelry external genital, feminine and anal itching. Other uses or the use of the product for more than 7 days should be undertaken only under the advice and supervision of a doctor","directions for adults and children 2 years of age and older: apply to affected area not more than 3 to 4 times daily children under 2 years of age: do not use, consult a doctor for external anal itching users adults: when practical, cleanse affected area with mild soap and warm water and rinse thorughly; gently dry by patting or blotting with toilet tissure or a soft cloth before application of this product. children under 12 years of age: cosult a doctor",Active ingredient Purpose Hydrocortisone 1%....................................................................Anti-itch,"Inactive ingredients aloe vera gel, butylated hydroxytoluene, cetanol, liquid paraffin, methylparaben, polyoxyethylene cethylether, propylene glycol, propylparaben, purified water, psorbitan monostearate, stearyl alcohol","DISTRIBUTED BY CARDINAL HEALTH, DUBLIN, OHIO 43017 www.myleader.com 1-800-200-6313 Made in Korea",Warnings for external use only avoid contact with eyes
skin,96295102758,HUMAN OTC DRUG,LEADER HYDROCORTISONE,HYDROCORTISONE,CARDINAL HEALTH,ed973033-e46e-412a-aaee-9d3b7fad0c3c,3,2017-07-24,"Uses for the temporary relief of itching associated with minor skin irriations, inflammation and rashes due to: eczema seborrheic dermatitis psoriasis insect bites poison ivy, oak, sumac soaps detergents cosmetics jewelry external genital, feminine and anal itching. Other uses or the use of the product for more than 7 days should be undertaken only under the advice and supervision of a doctor","directions for adults and children 2 years of age and older: apply to affected area not more than 3 to 4 times daily children under 2 years of age: do not use, consult a doctor for external anal itching users adults: when practical, cleanse affected area with mild soap and warm water and rinse thoroughly; gently dry by patting or blotting with toilet or a soft cloth before application of this product children under 12 years of age: consult a doctor",Active ingredient Purpose Hydrocortisone 1%....................................................................Anti-itch,"Inactive ingredients butylated hydroxytoluene, cetanol, liquid paraffin, methylparaben, polyoxyethylene cetylether, propylene glycol, propylparaben, purified water, sorbitan monostearate, stearyl alcohol","DISTRIBUTED BY CARDINAL HEALTH, DUBLIN, OHIO 43017 www.myleader.com 1-800-200-6313",Warnings for external use only avoid contact with eyes
skin,681131169561,HUMAN OTC DRUG,Equate Baby Advanced Healing,PETROLATUM,Wal-Mart Store Inc,5837ed0e-e893-4182-9566-0d1ead627222,1,2017-07-14,Purpose Skin protectant,"uses temporarily protects minor cuts, scrapes and burns temporarily protects and relieves chapped, chafed or cracked skin and lips helps protect from the drying effects of wind and cold weather",Active ingredient Petrolatum 41% Purpose Skin protectant,"Inactive ingredients Mineral Oil, Ceresin, Lanolin Alcohol, Panthenol, Glycerin, Bisabolol",Directions Apply as needed.,"Warnings For external use only When using this product avoid contact with eyes. If contact occurs, rinse thoroughly with water. Stop use and ask a doctor if condition worsens or does not improve within 7 days. Do not use on deep or puncture wounds, infections or lacerations Keep out of reach of children. In case of accidental ingestion, get medical help or contact a Poison Control Center immediately."
